text,label
what happened to the madagascar series 😢 i have been waiting for it since the last episode,0
"i don't think eurasian means white people who come to malaysia to explore. they are people who live here generationally. like the portuguese who came here in the 1511, it's insulting to compare them with foreigners who come here to eat durian",0
mark wiens with the positive energy i love this guy,2
awesome.. i can't get enough of this malaysian series .. besides perfect timing since it's lunch break in italy😋,2
malaysian foods is quite similar to thai most south provinces narathiwat yala and pattani. alway support you mark.❤❤,2
happy tuesday love from philippines 🩷🇵🇭,2
"may allah bless my people in malaysia .nice food, peace, scenery and all the good stuff.most importantly, people follow quran and sunnah of the prophet.the right way.and about the non muslims, they seem very chill as will, nice",2
love from india ❤,2
"my mouth is watering, and i'm just 1 minute into the video.",0
watching ur vdo after such a long time,1
penang truly is a global food capital!,2
good to see you loving my home country foods 👍😁,2
first! happy tuesday!,2
"hi i'm from malaysia our favourite fruit is durian, and our favourite food is nasi lemak❤❤",2
happy travel in malaysia,2
i'm a fan from malaysia,2
"i’m from malaysia 🇲🇾! you should go to pavilion kuala lumpur next time! there’s a lot of people there and there is pop mort,miniso and more! i bet carrie would love to go there",2
because with out the sauce is become bitter,0
i live in malaysia,1
whos in 2026👇,1
nick and carrie two mall my cousin work,1
"you should come to malaysia again bro. you should come within this week cuz there is a very big holiday coming up called ""hari raya"" and there are lots of good food",2
wait a minute i'm born in malaysia but i'm not in malaysia rn 😭. the dish in malaysia was so good!!,2
i see klcc in the background 😂😂,1
what about trying indonesian food?,1
as a malaysian i recommend to mix the sambal with the rice cause it taste so good,2
i love satay,2
yay you went to malaysia,2
ur pronunciation is wrong,0
i am malaysian and i am so happy😊❤,2
thank you for trying our food😊😊🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾,2
as a malaysian i am proud❤😢,2
thank you nick and carrie for visiting malaysia im glad you like malaysia food❤❤ btw i malay❤❤🎉🎉,2
roti canai is my favorite,2
wait isn't chicken satay from singapore,1
i'm malaysian i'm from kuala lumpur the klcc the tower is so pretty when open the lights is gonna be pretty,2
i am a malaysian in johore state of malaysia,1
"can you guys do some activties in malaysia pulau pinang , genting highlands , denai kabus, nd im a malaysian.",1
as a malaysian person i know every single one of it my favorite one is abc,2
i live in kuala lumpur to in malaysia,1
why didn't mark let you try wonton? it's like really freakin popular in malaysia,0
"you know the roti chanai, you should try it with nutella it’s soo good!",2
i'm so proud to be malaysian 🇲🇾❤️🌟😁,2
i knew you wouldn’t like the rojak.,0
i think you will like nasi lemak,2
i love malaysia,2
this morning i am 🇲🇾 i'm so happy to see time,2
what about nasi kandarr,1
hi!!im jo ee (ur biggest fan)im from malaysia i suggest u that u guyz have to drink milo,2
thank you for trying our malaysian food❤,2
what u ordered is hotel food..u have to enjoy the street food one..,1
omg i was there 😮😮,2
should try nasi dagang and nasi kerabu the best ever than nasi lemak,2
ty so much for coming to malaysia and this is all the states in malaysia : kuala lumpur sabah sarawak selangor terengganu johor ipoh kelantan and i think this is all of the states so yeah thank you very much 🎉🎉(thank you for reading this commet nick and carrie and everyone)🌷🩷⭐️🤍( pls like pls not forcing an tysm for reading this guys and nick and carrie}🩷🤍,2
thank you for visiting my country❤,2
i am from malaysia,1
pls try malaysian drinks,1
my favourite food in malaysia is roti canai is soo good,2
im from malaysia,1
thank you for trying malaysian food,2
to make rojak good ❤❤,2
"a lived in malaysia if you want to tried cendol like,if you ask what is cendol? cendol is same like abc, well it's a ice cream with nuts and syrup.it's soo tasty.must try❤❤😊",2
im from malysia but im in kota kinabalu please visit there too,1
i was born in malasia the best plays,2
if you like it so much you should try rose milk drink very gud,2
i'm malaysian 😅,1
l am form malaysia,1
i actually live in malaysia,1
i love you guys you eat malaysia i am from malaysia 🇲🇾 malaysia is best 🇲🇾🇲🇾🇲🇾❤️,2
thak u i love u gus❤❤,2
and also i i would like to introduce meh fav curry puff😊,2
im proud to be malaysian!,2
hi welcome to malaysia i am from malaysia nice to meet u i told you ours food in malaysia verry good,2
i live there,1
"go try the nasi kandar, assam laksa and char kuey teow in penang malaysia",1
i eat nasi lemak,1
malaysia food is definitely the best im malaysia,2
i'm from kuala lumpur 😮,1
as a malaysian thank you for trying it! love you nick and carrie.,2
you should try goreng pisang 🍌,1
thank you for trying our food,2
"i don't expected you gonna come to my country,i follow almost 2year, but i never expect you come to,btw welcome to malaysia ❤",0
“sun gat sedap” help its sangat sedap,2
i love chcken stay,2
finally there in my country😮😮❤❤,2
thank you for eating malaysian food roti canai is very popular here😊😊,2
my country is malaysia so thank for coming,2
happy to be malaysian,2
can u try nasi ayam,1
have you enjoyed ot,2
abc is soo good,2
i live in malaysia 🇲🇾 kuala lumpur,1
i live in kuala lumpur,1
i i'm in malaysia ❤❤,2
i'm a malaysian and now i'm starving seeing this😭😭,0
hi i for malaysia,1
me a malaysia thank you for try malaysia food hope you enjoy!!,2
"my favourite food in malaysia is nasi lemak,roti canal and kway teow i love it oh and abc!!",2
as a malaysian we call chicken ayam,1
roti is also means bread in malaysia,1
try abc 😊,2
the rojak! is my favourite ❤❤ it might be a little disgusting for a few fruits but overall is good!,2
tru malaysia ice cream pls,1
ancovies nonono it is ikan billis,1
saya mau makan nasi lemak😂,1
thanks for coming to malaysia ❤,2
im from malaysia!,1
ive been living in malaysia for 10 almost 11 years,1
i love roti canai,2
we are lived in malaysia,1
thanks for trying malaysian food🎉🎉,2
i’m form malaysia 🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾,1
i am from malaysia 🇲🇾,1
i love all the malaysian food they taste so good! is like i wanna eat them all expect for rojak😅😅,2
is the sambal blacan spicy,1
