comment,label
"mark! you should come to guam, very island tradition food and yummy!",2
it will be great u and food ranger make a tour together.that who will give a beest short or best spot during eating. is im joking omg realy mark weins hmm😇😇,2
it will be great u and food ranger make a tour together.that who will give a beat short or best spot during eating. is im joking omg realy mark weins hmm😇😇,2
hey mark..why don't you come to johor?? there's a lot of good food here.. i'm your big fan!!,2
the way mark eat the rice is same as indian like us !! really appreciate your video mark !,2
omg.. that kambing bakar just in my neigbourhood! so proud watching this,2
"oh my god, im just nearby to where you stop by and ate!! some other places i can bring you!! hehehe keep up the good work !",2
"new sub for delicious nasi kerabu,i'm hungry.. hahaha",2
all my fav dish! my mouth is watering🤤😌,2
my favorite nasi kerabu & ayam percik!! i can eat everyday..haha..another type of nasi kerabu in green colour call kao jam has different taste of herbs which is also very nice at kelantan. can't believe that you eat tempoyak from pahang till kelantan..hahaha,2
malaysian food is so vibrant and vast no doubt it's melting pot of culture 41🥂❤😚,2
"malaysian food is very difficult to eat, strange taste, such as nasi kampung, how do you guys eat that, you got to improve on the taste generally.",0
how come you don't weigh a million pounds considering the amount of food you eat ? loli wish i could eat 1/4 of what you eat without gaining weight.,0
not really an easy food to eat with your fingers at the beginning. where are the eating utensils?,0
hope you will visit bangladesh and experience the delicious foods ☕,2
i really enjoy joels descriptions of the food,2
nasi ke rabu also known as rice to wednesday.,1
Nasi Kerabu is my favorite 😍,2
thankyou for inclding your friend more its lovely to see him but now please let him review the food that you eat as well!,2
this is one of the amazing videos that i have watched so far from all the episodes in the malaysia food tour. thanks for sharing. i learned a lot from these dishes.,2
🙋🏻‍♀️ am from kelantan and i have tasted all that foods! i miss my hometown!,0
i avoid eating halal foods!'!!,0
7:00 i have to mention here in addition to their great food the jijah's stall also accepts bitcoin! haha,2
"2:00 when we say lamb, we definitely mean no other than goat lol",1
i used to live in kelantan for 4 years. i’m telling you definitely food paradise. really miss kelantan.,0
oh i miss kelantan place the food there is very delicious and mostly the people there is very friendly,2
why do you eat with your hands? stop .. if you do it dont show it please,0
come back to indonesia mark! we miss you and we have tons of best food in the world!,2
"mark, i love your videos they're very interesting to watch and the passion you have for food and culture is truly inspiring.",2
laksam not only delicious but healthy too .. love those fresh herbs they add in laksam .,2
you should try nasi lemak at the malayan kitchen in kuala lumpur malaysia. one of the finest nasi lemak in malaysia,2
i was born in thailand but left when i was 3 months old. thank you for showing me this part of my heritage and all the asian cultures! your work is more than just a food tour! it’s an adventure for those who can’t travel!,2
like indonesian food :),2
never seen someone eat garlic like that,0
king plug!!🤣🤣btw meme sdk rice karabu flag 😘😘🙏🏼🙏🏼,2
please try crab springy noodle or maggie ketam.. in tok bali kelantan or wakaf che yeh,1
The salad is like urap or trancam/threatened in Java,1
kelantan is my hometown 😃 hope you enjoy our food..please come again..,2
"that is my city.. u should mix it all before eat.. btw, great show.",2
like south indian food.,1
the food looks yummy mark and food attendants are friendly!,2
"nasi kerabu = grilled beef/goat/chicken, flour-dipped fish, pickled egg, pickled onion, pepper sauce, crackers, budu, stir-fried (white or yellow rice) non-stir-fried (blue rice@user) addon: smoked etok. complete set of kerabu rice.",1
nasi kerabu direct translate to english is ' rice to wednesday '.. haha,1
pls coming to johorean to try nasi ambang 😭😭,1
mark eat budu better than locals do!!,2
omg i really miss my home town kota bharu😭😭.. nasi kerabu.. nasi kerabu.. 😣😣,0
please explain the taste of tempoyak. is it sweet or salty?,1
kelantan one of the best food nation in malaysian,2
"i'm from kelantan, i love nasi kerabu, cow jump, satay, nasi dagang, ayam percik and nasi campur.",2
plz 1 more u make a food tour video in indonesia plz.,1
my fav food ❤️,2
malaysia food >> indonesia food,1
absolutely love your videos. always having them on while cooking or eating while home alone haha :d could you pleeaase do an q&a video? :) :),2
"more days u spend in malaysia, will make u bigger..the specialty of malaysia is known as ""food heaven"". every single state in malaysia have their own traditional dishes. one more thing if you're still in terengganu or kelantan, i bet u should try ""ketupat sotong"" ( glutinous rice stuffed inside squid cooked with coconut milk). only kelantan and terengganu have it but with different way of cook. tq for your review to my lovely country & state..",2
"as a kelantanese abroad, i really miss all those, best foods, ever. and the amazing ppl too. don't worry joel, u're doing fine.another kelantanese dish that u miss is ike (ikan/fish) singam which goes well with budu/tempoyak ..",2
i like laksam..,2
mark.. don't want to say this..but your too much smiling gives a fake impression of your feelings and disturb the focus on the video contents..and irritates a lot later to the unbearable extent,0
you should try chicken's stomach percik at last restaurant you visit.,1
"im pretty sure its more tasty rather than starbucks or mc donald things!! because im malaysian!! thanks for visiting us! you should taste nasi dagang at atas tol, terengganu, malaysia",2
i love malaysian foods!,2
your eyes tell the hole story in how much you love the food,2
wow..malaysia have a lot of amazing food.,2
"ohh, blue rice!! i miss asia!",2
u should try rice water manna wa salwa ikhwan restaurant at kota bharu..,1
"your vlogs are amazing, love when you tip your head when the bite is delicious, keep up the great work.",2
spoons were invented thousands of years ago. you like to eat with your hands because you like to suck your fingers like an infant.,1
i missed your videos but i really cant cant cant see you eating with your hands,0
mark loves to eat with his hands lol. they offer spoons! i guess it's part of the experience haha,2
"a new subbie and i have to say that your adventures in food are amazing! your journeys keep me adding to my bucket list! fantastic job and many blessings to you and your family as you travel, eat, and entertain us all.",2
nasi kerabu = rice to wednesday mark!,1
you never say anything tastes bad. everything cant taste that good,0
congrats mark! for the awesome showcasing of beautiful dishes and culture of kelantanese. hoping for more videos like this!,2
akok is made from egg that been beaten and bake with coconut shell and husk.. there many place in kelantan that you can see how akok been made..,1
