text,Sentiment Label,,,
The birds swimming in the Lake Cafe are geese... not ducks,0,,,
Loved the video. It has a David Atennborough vibe.,1,,,
"KL is different now than ten years ago. The next time, visit the island in Malaysia.",0,,,
Are the corals there bleached?,0,,,
as long as we keep the booze out we will keep the trash tourists away,0,,,
Good quality informative video.,1,,,
"As a Malaysian, this is one of the best underrated video of Kuala Lumpur. Your honest down to earth review is so refreshing. Hope you will return to visit other parts of Malaysia again soon! Cheers ????",1,,,
Everything was overpriced in the tourist areas of Malaysia.,-1,,,
Welcome to Malaysia ????,1,,,
Thanks!,1,,,
Beautiful,1,,,
Very informational and entertaining video as always! Love to see more of ur travel around Asia!,1,,,
"I remember the short stories when i was in highschool,how dalat got its name",0,,,
Mamak not authentic Nasi lemak,0,,,
"In my opinion, this is probably one of the greatest video about malaysia that i have ever seen. No oversaturated claims, Actual honesty regarding some topics. and you went to places where people go in the daily! bravo. 10/10",1,,,
I'm sorry but why do you blurred out the section and people mostly? it is so annoying.... the blur just move from bottom to middle and randomly come and goes. No insult but i just stopped after 0 minutes.,-1,,,
"I think your Malaysia series has convinced me to do a proper month-long series here also. The food has been incredible in KL and Penang, but there’s much more to see outside of those cities also!",1,,,
Labuan?,0,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
Personally I adore Roti Canai!,1,,,
"I'm local, 38yo. Still love going to a library but yeah.. Would be weird and awkward for an adult to be in a library..",0,,,
WELL COME TO MALAYSIA... HAPPY EVERYDAY...,1,,,
thanks for the intro on two frenchies - love the food and how affordable it was!,1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
Cheers from KL ????,1,,,
Aitutaki. Best island it the world,1,,,
The only person visited library. I like this kind of traveller,1,,,
You didn't taste any coconut in the rice? Nasi Lemak is rice cooked in coconut milk...,0,,,
i love Malaysia from Levanon,1,,,
Thanks for the list. Going to Penang now. apart from you list I’m going to try the WTF Studio,1,,,
Cool that you were able to stay there for a month!  What an awesome experience,1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
Beautiful and clean beach..,1,,,
"you anak, is the only tourist so far to update on your time spend in the library.",0,,,
The beach water look very clean and nice colour water l,1,,,
come kedah..dekat kl makanan mahal..,0,,,
"When I need to relax and slow my roll, I just watch one of your vids .  It’s almost like quasi-meditation vibes.  Enjoy Malaysia",1,,,
"Wonderful video, Penang is in my bucket list...",1,,,
The food made me sick during my trip to Malaysia.,-1,,,
Subscribed. I love how random you visited library and go to the park and reading books. What a beauty with brain.. Keep it up,1,,,
Its really interesting to view your videos from the perspective of having travelled the actual country rather than watching it wishing i was there. I think i enjoyed it more seeing the places i'd been again with fond memories,1,,,
"18'53"" when Suitcase Monkey  meets local mafia lol 
Once again, thank you for such a great video!!",1,,,
Omg you visited my beloved hometown!! I came back to Kuching sometime last year after working in Singapore for a year-ish. Glad you enjoyed yourself! Do tell your friends to visit Kuching as well. ??,1,,,
The beach resort in Langkawi was not well maintained.,-1,,,
looks boring traveling alone!,-1,,,
"A shark is a shark, I don’t like any of them.  There are so many species.  Those islands are really beautiful, I think it’s not a bad thing that there isn’t much alcohol on these islands.",1,,,
"In my humble opinion, i prefer Redang Island rather than perhentian, the beach and coral is more nice and more beautiful and more exclusive. But for family oriented, pulau Kapas is suitable. But anyhow, hope u enjoy ur trip brother",1,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
Welcome To Malaysia and thank's for welcoming to Malaysia????Even you're foriegner but Malaysia???? still make you're like a Family's...,1,,,
I live in Kuala Lumpur!!!,0,,,
I will go to Penang in April. Thanks for sharing this video,1,,,
You should go to locals areas n try our local dishes. Those cakes n western foods can be found all over the world...,1,,,
Such a short trip !!,1,,,
"this vid! Great information, and LOL several times. Great work, thank you!",1,,,
So professionally and beautifully video. Thanks.,1,,,
What's the name of the hotel?,0,,,
"I'm from Malacca, Malaysia and looking at the price of the food, that nasi lemak is about triple the price compared to here",0,,,
One of my best holidays ever. Spent  0 weeks on the islands then followed it up with the F1 grand prix in KL. That was a long time ago. Nice to see the islands still looking unspoilt.,1,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
"The Batu caves are on my bucket list! So cool, especially with all the monkeys.",1,,,
Well organized video,1,,,
How to reach perihelion island from Kulam pur,0,,,
Food was too spicy and not to my taste in Malaysia.,-1,,,
"I’ve lived most of my life in KL, lately I’ve been homesick and this video helped. Thank you so much for a beautiful and informative vlog",1,,,
The public transportation system WAS designed to be tricky & a hassle to navigate by the 4th Malaysian PM simply because he wanted to sell more Proton cars to enrich his cronies....,-1,,,
Didn't find Malaysian culture as welcoming as expected.,-1,,,
"Nice vlog, thank you!",1,,,
"The vibes, the aesthetic, the art ahhh nakaka inspire ??",1,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
So nice and relaxing video.,1,,,
1:10 I went to this place last week,0,,,
Thanks for coming to my hometown Kuching. Hopefully you’re well enjoyed,1,,,
indonesia is better,1,,,
You are the first YouTuber I come across who visit library in your tour. I like it.,1,,,
would love to visit.  thanks for a great video,1,,,
"Thank you for being in Kuala Lumpur,Malaysia I feel so happy",1,,,
As a Malaysian thanks you for visiting Malaysia and try our food and we will welcome you to comeback again,1,,,
I was scammed at a local market in Malaysia.,-1,,,
I subbed. Very good vlog. Beautiful,1,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
"Welcome to my beautiful county Malaysia, the home for Malaysian Malay, Malaysian Chinese, Malaysian Indian, Malaysian Sabahan and Malaysian Sarawakian 
Enjoy~",1,,,
"Why did you put subtitles when the local people were speaking English? They speak it well and anyone can understand them without subtitles. In fact, your accent is stronger than theirs.",1,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
Many YouTubers say Malaysia is like a dream come true. That people are wonderful and kind and easy going and relaxed. And that the food is delicious.,1,,,
Felt unsafe walking at night in downtown Kuala Lumpur.,-1,,,
RM10 for a coconut is a ripoff my friend,-1,,,
Less tourists mean less chaotic... love the beach.,1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
What’s the name of the hotel?,0,,,
Welcome to Malaysia!,1,,,
"It's true, Kuala Lumpur is the city with the most interesting places to visit.",1,,,
I'm here in Penang and your video was useful,1,,,
The tour guide in Malaysia was disinterested and unprofessional.,-1,,,
Love the british humour narration....very well done video,1,,,
I trespassed. Didn't know it was for Danish audience.,-1,,,
0:33,0,,,
Not much to see in Malaysia compared to other Southeast Asian countries.,0,,,
Don't tell me the First World hotel room's window cannot opened and there is no air-cond inside! How can you breathe?,-1,,,
Not much to see in Malaysia compared to other Southeast Asian countries.,0,,,
Bukit bintang pronounce in malay is...Boukit Bintang...,0,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
I went to Malaysia as a boy in the 80s.  I think its changed a lot since then!,1,,,
would love to visit.  thanks for a great video,1,,,
The 'God Help Me' gondola is actually a weight balancer for the system. Not for passengers,0,,,
You should try Redang island in Terengganu. One of the best too,1,,,
Welcome to modern city beautiful sisterr,1,,,
Beautiful Vlog beautiful day beautiful city ?,1,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
"Welcome To KL 
Try the bak kut teh, because bak kut teh is a typical food in malaysia, very delicious!",1,,,
Go to https://surfshark.com/yuldaze or use code YULDAZE for 4 extra months of Surfshark!,1,,,
Malaysia's weather was unbearable and humid all the time.,-1,,,
You so beautiful,1,,,
4:55 im pretty sure my man right there learn from CS0,0,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
Beautiful Vlog beautiful day beautiful city ?,1,,,
you can go to Redang Island as well not far away from Perhentian Island.,0,,,
Sorry for asking. It is dollar or ringgit?,0,,,
“God help me”,0,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
"Keep on travelling…& pls keep on sharing…
 hav a good day a head!",1,,,
I suggest u eat Malay food cuz that the real Malaysian food is,0,,,
Where is Sabah and Sarawak? You have only seen half of Malaysia. Should written Peninsular Malaysia. Thank you..,0,,,
welcome. what aircraft r u travelling in?,0,,,
Ha ha in JB also rm 7 for burger n not that really well cooked,-1,,,
Welcome to ????.We all hope u happy enjoyed to explore more ??????.,1,,,
Malaysian here! Im proud of my country though it has so many ways to improve and leavs so much to be desired. Our foods taste and our obesity rate are correlated for a reason so watch out,1,,,
I was scammed at a local market in Malaysia.,-1,,,
Im so relaxing to watch your video! Can't wait to my Penang trip this middle of november.. thank you for an idea to do,1,,,
I think youre only visiting the Chinese / Indian parts of Malaysia haha,0,,,
TQ For the video,0,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
Not much to see in Malaysia compared to other Southeast Asian countries.,0,,,
Wonderful. Thank you for this lovely video. The Perhentian island is really beautiful. Glad to see that you have had a great time.,1,,,
very  nice  for  video,1,,,
Im a malaysia im very happy people come to malaysia,1,,,
Not much to see in Malaysia compared to other Southeast Asian countries.,0,,,
Of cause it's indian civilization.,0,,,
Go to Semporna Sabah bro,0,,,
Seriusly malaysia?,0,,,
hope you stayy in Malaysia for a longg time you need to try all food all thing about Malaysian culture thanks for coming to my Country hopee you enjoy in heree,1,,,
Can I have your AirBnB address,0,,,
Wow you are a true traveller. Love the details you point out,1,,,
